Date_Time,Is_Holiday,Holiday_Type,Month,Year,Weekday,Residual
2019-01-06 07:00:00,0,0,1,2019,6,0.0
2019-01-06 08:00:00,0,0,1,2019,6,0.0
2019-01-06 09:00:00,0,0,1,2019,6,0.0
2019-01-06 10:00:00,0,0,1,2019,6,0.0
2019-01-06 11:00:00,0,0,1,2019,6,1.2242295359798945
2019-01-06 12:00:00,0,0,1,2019,6,0.0
2019-01-06 13:00:00,0,0,1,2019,6,5.441934135110941
2019-01-06 14:00:00,0,0,1,2019,6,16.467854905249162
2019-01-06 15:00:00,0,0,1,2019,6,48.342934139860766
2019-01-06 16:00:00,0,0,1,2019,6,18.18204172544444
2019-01-06 17:00:00,0,0,1,2019,6,0.0
2019-01-06 18:00:00,0,0,1,2019,6,0.0
2019-01-06 19:00:00,0,0,1,2019,6,0.0
2019-01-06 20:00:00,0,0,1,2019,6,0.0
2019-01-06 21:00:00,0,0,1,2019,6,6.219384543223484
2019-01-06 22:00:00,0,0,1,2019,6,4.918645766865751
2019-01-06 23:00:00,0,0,1,2019,6,4.9285813827223
2019-01-07 00:00:00,0,0,1,2019,0,2.5506019021375863
2019-01-07 01:00:00,0,0,1,2019,0,3.4691452110472767
2019-01-07 02:00:00,0,0,1,2019,0,2.80500177271216
2019-01-07 03:00:00,0,0,1,2019,0,1.4577258669598905
2019-01-07 04:00:00,0,0,1,2019,0,0.0
2019-01-07 05:00:00,0,0,1,2019,0,0.0
2019-01-07 06:00:00,0,0,1,2019,0,19.51851812044478
2019-01-07 07:00:00,0,0,1,2019,0,35.32410756266185
2019-01-07 08:00:00,0,0,1,2019,0,6.270755751149949
2019-01-07 09:00:00,0,0,1,2019,0,44.53052556086118
2019-01-07 10:00:00,0,0,1,2019,0,0.0
2019-01-07 11:00:00,0,0,1,2019,0,0.0
2019-01-07 12:00:00,0,0,1,2019,0,0.0
2019-01-07 13:00:00,0,0,1,2019,0,15.230060231507707
2019-01-07 14:00:00,0,0,1,2019,0,0.0
2019-01-07 15:00:00,0,0,1,2019,0,3.891440850519288
2019-01-07 16:00:00,0,0,1,2019,0,0.0
2019-01-07 17:00:00,0,0,1,2019,0,15.08878600270664
2019-01-07 18:00:00,0,0,1,2019,0,16.828851818805674
2019-01-07 19:00:00,0,0,1,2019,0,0.0
2019-01-07 20:00:00,0,0,1,2019,0,0.0
2019-01-07 21:00:00,0,0,1,2019,0,0.0
2019-01-07 22:00:00,0,0,1,2019,0,8.225610825564601
2019-01-07 23:00:00,0,0,1,2019,0,0.0
2019-01-08 00:00:00,0,0,1,2019,1,0.0
2019-01-08 01:00:00,0,0,1,2019,1,0.0
2019-01-08 02:00:00,0,0,1,2019,1,0.0
2019-01-08 03:00:00,0,0,1,2019,1,0.0
2019-01-08 04:00:00,0,0,1,2019,1,0.0
2019-01-08 05:00:00,0,0,1,2019,1,0.0
2019-01-08 06:00:00,0,0,1,2019,1,1.2924529631137176
2019-01-08 07:00:00,0,0,1,2019,1,0.0
2019-01-08 08:00:00,0,0,1,2019,1,26.37550906289951
2019-01-08 09:00:00,0,0,1,2019,1,3.5717040439794943
2019-01-08 10:00:00,0,0,1,2019,1,15.384060659472311
2019-01-08 11:00:00,0,0,1,2019,1,0.0
2019-01-08 12:00:00,0,0,1,2019,1,0.9770816748616796
2019-01-08 13:00:00,0,0,1,2019,1,17.672052635786628
2019-01-08 14:00:00,0,0,1,2019,1,4.79352807800278
2019-01-08 15:00:00,0,0,1,2019,1,0.0
2019-01-08 16:00:00,0,0,1,2019,1,0.7040835941821655
2019-01-08 17:00:00,0,0,1,2019,1,0.3854356968033698
2019-01-08 18:00:00,0,0,1,2019,1,0.0
2019-01-08 19:00:00,0,0,1,2019,1,9.69764850355945
2019-01-08 20:00:00,0,0,1,2019,1,14.667571411027907
2019-01-08 21:00:00,0,0,1,2019,1,0.0
2019-01-08 22:00:00,0,0,1,2019,1,4.710745950531603
2019-01-08 23:00:00,0,0,1,2019,1,0.0
2019-01-09 00:00:00,0,0,1,2019,2,0.0
2019-01-09 01:00:00,0,0,1,2019,2,0.0
2019-01-09 02:00:00,0,0,1,2019,2,0.0
2019-01-09 03:00:00,0,0,1,2019,2,0.0
2019-01-09 04:00:00,0,0,1,2019,2,0.0
2019-01-09 05:00:00,0,0,1,2019,2,2.500259045832024
2019-01-09 06:00:00,0,0,1,2019,2,6.167822279174089
2019-01-09 07:00:00,0,0,1,2019,2,17.9800454072287
2019-01-09 08:00:00,0,0,1,2019,2,7.822134131035796
2019-01-09 09:00:00,0,0,1,2019,2,10.84503967447172
2019-01-09 10:00:00,0,0,1,2019,2,0.0
2019-01-09 11:00:00,0,0,1,2019,2,0.0
2019-01-09 12:00:00,0,0,1,2019,2,0.0
2019-01-09 13:00:00,0,0,1,2019,2,6.675219893579765
2019-01-09 14:00:00,0,0,1,2019,2,0.0
2019-01-09 15:00:00,0,0,1,2019,2,5.321303613846951
2019-01-09 16:00:00,0,0,1,2019,2,7.246017569236841
2019-01-09 17:00:00,0,0,1,2019,2,0.0
2019-01-09 18:00:00,0,0,1,2019,2,49.759432083016506
2019-01-09 19:00:00,0,0,1,2019,2,29.25201248489965
2019-01-09 20:00:00,0,0,1,2019,2,0.0
2019-01-09 21:00:00,0,0,1,2019,2,7.185360372943137
2019-01-09 22:00:00,0,0,1,2019,2,0.0
2019-01-09 23:00:00,0,0,1,2019,2,0.0
2019-01-10 00:00:00,0,0,1,2019,3,0.0
2019-01-10 01:00:00,0,0,1,2019,3,0.0
2019-01-10 02:00:00,0,0,1,2019,3,0.0
2019-01-10 03:00:00,0,0,1,2019,3,0.0
2019-01-10 04:00:00,0,0,1,2019,3,0.0
2019-01-10 05:00:00,0,0,1,2019,3,0.0
2019-01-10 06:00:00,0,0,1,2019,3,0.0
2019-01-10 07:00:00,0,0,1,2019,3,9.70908929465172
2019-01-10 08:00:00,0,0,1,2019,3,26.34970259006697
2019-01-10 09:00:00,0,0,1,2019,3,0.0
2019-01-10 10:00:00,0,0,1,2019,3,0.0
2019-01-10 11:00:00,0,0,1,2019,3,0.0
2019-01-10 12:00:00,0,0,1,2019,3,0.3006400018561805
2019-01-10 13:00:00,0,0,1,2019,3,0.0
2019-01-10 14:00:00,0,0,1,2019,3,6.821216062949688
2019-01-10 15:00:00,0,0,1,2019,3,7.716015664769387
2019-01-10 16:00:00,0,0,1,2019,3,1.227821601509703
2019-01-10 17:00:00,0,0,1,2019,3,0.0
2019-01-10 18:00:00,0,0,1,2019,3,68.61232417279258
2019-01-10 19:00:00,0,0,1,2019,3,19.80468772803256
2019-01-10 20:00:00,0,0,1,2019,3,3.7389067057908094
2019-01-10 21:00:00,0,0,1,2019,3,0.0
2019-01-10 22:00:00,0,0,1,2019,3,0.0
2019-01-10 23:00:00,0,0,1,2019,3,0.0
2019-01-11 00:00:00,0,0,1,2019,4,0.0
2019-01-11 01:00:00,0,0,1,2019,4,0.0
2019-01-11 02:00:00,0,0,1,2019,4,0.0
2019-01-11 03:00:00,0,0,1,2019,4,0.0
2019-01-11 04:00:00,0,0,1,2019,4,0.0
2019-01-11 05:00:00,0,0,1,2019,4,0.0
2019-01-11 06:00:00,0,0,1,2019,4,0.0
2019-01-11 07:00:00,0,0,1,2019,4,0.8902798463884096
2019-01-11 08:00:00,0,0,1,2019,4,4.281616118552876
2019-01-11 09:00:00,0,0,1,2019,4,13.477184227872243
2019-01-11 10:00:00,0,0,1,2019,4,39.70769043071286
2019-01-11 11:00:00,0,0,1,2019,4,11.550515102586289
2019-01-11 12:00:00,0,0,1,2019,4,0.0
2019-01-11 13:00:00,0,0,1,2019,4,0.0
2019-01-11 14:00:00,0,0,1,2019,4,3.129814378582836
2019-01-11 15:00:00,0,0,1,2019,4,0.0
2019-01-11 16:00:00,0,0,1,2019,4,0.0
2019-01-11 17:00:00,0,0,1,2019,4,4.89532446122017
2019-01-11 18:00:00,0,0,1,2019,4,0.0
2019-01-11 19:00:00,0,0,1,2019,4,0.0
2019-01-11 20:00:00,0,0,1,2019,4,31.94687397116944
2019-01-11 21:00:00,0,0,1,2019,4,0.0
2019-01-11 22:00:00,0,0,1,2019,4,14.49242487462432
2019-01-11 23:00:00,0,0,1,2019,4,3.956472796195598
2019-01-12 00:00:00,0,0,1,2019,5,3.149827594873443
2019-01-12 01:00:00,0,0,1,2019,5,3.8000153083898014
2019-01-12 02:00:00,0,0,1,2019,5,3.7687905909731967
2019-01-12 03:00:00,0,0,1,2019,5,3.9784829854595927
2019-01-12 04:00:00,0,0,1,2019,5,3.337900844381366
2019-01-12 05:00:00,0,0,1,2019,5,2.133657601340275
2019-01-12 06:00:00,0,0,1,2019,5,16.77402508000968
2019-01-12 07:00:00,0,0,1,2019,5,0.0
2019-01-12 08:00:00,0,0,1,2019,5,0.0
2019-01-12 09:00:00,0,0,1,2019,5,0.0
2019-01-12 10:00:00,0,0,1,2019,5,2.99849640299982
2019-01-12 11:00:00,0,0,1,2019,5,0.0
2019-01-12 12:00:00,0,0,1,2019,5,6.221996596156771
2019-01-12 13:00:00,0,0,1,2019,5,0.0
2019-01-12 14:00:00,0,0,1,2019,5,11.732705650469669
2019-01-12 15:00:00,0,0,1,2019,5,0.0
2019-01-12 16:00:00,0,0,1,2019,5,17.676849517640804
2019-01-12 17:00:00,0,0,1,2019,5,0.0
2019-01-12 18:00:00,0,0,1,2019,5,0.0
2019-01-12 19:00:00,0,0,1,2019,5,47.80921367769926
2019-01-12 20:00:00,0,0,1,2019,5,0.985219599820212
2019-01-12 21:00:00,0,0,1,2019,5,11.182021684732916
2019-01-12 22:00:00,0,0,1,2019,5,0.0
2019-01-12 23:00:00,0,0,1,2019,5,8.353592762206368
2019-01-13 00:00:00,0,0,1,2019,6,14.574486695386868
2019-01-13 01:00:00,0,0,1,2019,6,12.541422770411636
2019-01-13 02:00:00,0,0,1,2019,6,14.087710861281217
2019-01-13 03:00:00,0,0,1,2019,6,15.02133045078343
2019-01-13 04:00:00,0,0,1,2019,6,17.31419366606287
2019-01-13 05:00:00,0,0,1,2019,6,9.659589165669438
2019-01-13 06:00:00,0,0,1,2019,6,0.0
2019-01-13 07:00:00,0,0,1,2019,6,0.0
2019-01-13 08:00:00,0,0,1,2019,6,0.0
2019-01-13 09:00:00,0,0,1,2019,6,0.0
2019-01-13 10:00:00,0,0,1,2019,6,0.0
2019-01-13 11:00:00,0,0,1,2019,6,0.0
2019-01-13 12:00:00,0,0,1,2019,6,11.220918259261175
2019-01-13 13:00:00,0,0,1,2019,6,11.217964491902173
2019-01-13 14:00:00,0,0,1,2019,6,8.598291331660235
2019-01-13 15:00:00,0,0,1,2019,6,11.51758770937817
2019-01-13 16:00:00,0,0,1,2019,6,1.7257306265881525
2019-01-13 17:00:00,0,0,1,2019,6,0.0
2019-01-13 18:00:00,0,0,1,2019,6,0.0
2019-01-13 19:00:00,0,0,1,2019,6,0.0
2019-01-13 20:00:00,0,0,1,2019,6,0.0
2019-01-13 21:00:00,0,0,1,2019,6,0.0
2019-01-13 22:00:00,0,0,1,2019,6,22.572903304260933
2019-01-13 23:00:00,0,0,1,2019,6,19.998064282699204
2019-01-14 00:00:00,0,0,1,2019,0,0.879482975330788
2019-01-14 01:00:00,0,0,1,2019,0,3.601347157105309
2019-01-14 02:00:00,0,0,1,2019,0,3.199124031229317
2019-01-14 03:00:00,0,0,1,2019,0,2.29151119037013
2019-01-14 04:00:00,0,0,1,2019,0,0.0
2019-01-14 05:00:00,0,0,1,2019,0,5.175704705992871
2019-01-14 06:00:00,0,0,1,2019,0,13.401851218171627
2019-01-14 07:00:00,0,0,1,2019,0,10.406640105496564
2019-01-14 08:00:00,0,0,1,2019,0,22.090273807321125
2019-01-14 09:00:00,0,0,1,2019,0,20.23184859022733
2019-01-14 10:00:00,0,0,1,2019,0,5.933632408610677
2019-01-14 11:00:00,0,0,1,2019,0,0.0
2019-01-14 12:00:00,0,0,1,2019,0,4.927853703386575
2019-01-14 13:00:00,0,0,1,2019,0,1.620722577839345
2019-01-14 14:00:00,0,0,1,2019,0,0.0
2019-01-14 15:00:00,0,0,1,2019,0,0.0
2019-01-14 16:00:00,0,0,1,2019,0,0.0
2019-01-14 17:00:00,0,0,1,2019,0,0.0
2019-01-14 18:00:00,0,0,1,2019,0,0.0
2019-01-14 19:00:00,0,0,1,2019,0,0.0
2019-01-14 20:00:00,0,0,1,2019,0,15.802867270146024
2019-01-14 21:00:00,0,0,1,2019,0,22.14301374215482
2019-01-14 22:00:00,0,0,1,2019,0,0.0
2019-01-14 23:00:00,0,0,1,2019,0,0.0
2019-01-15 00:00:00,0,0,1,2019,1,7.225709801556533
2019-01-15 01:00:00,0,0,1,2019,1,1.0959972704144718
2019-01-15 02:00:00,0,0,1,2019,1,0.0
2019-01-15 03:00:00,0,0,1,2019,1,0.0
2019-01-15 04:00:00,0,0,1,2019,1,0.0
2019-01-15 05:00:00,0,0,1,2019,1,0.0
2019-01-15 06:00:00,0,0,1,2019,1,0.0
2019-01-15 07:00:00,0,0,1,2019,1,0.0
2019-01-15 08:00:00,0,0,1,2019,1,9.35177852131774
2019-01-15 09:00:00,0,0,1,2019,1,12.521389712083945
2019-01-15 10:00:00,0,0,1,2019,1,0.0
2019-01-15 11:00:00,0,0,1,2019,1,13.978351743937452
2019-01-15 12:00:00,0,0,1,2019,1,0.0
2019-01-15 13:00:00,0,0,1,2019,1,14.6578197112962
2019-01-15 14:00:00,0,0,1,2019,1,0.0
2019-01-15 15:00:00,0,0,1,2019,1,0.0
2019-01-15 16:00:00,0,0,1,2019,1,0.0
2019-01-15 17:00:00,0,0,1,2019,1,0.0
2019-01-15 18:00:00,0,0,1,2019,1,48.37580509854243
2019-01-15 19:00:00,0,0,1,2019,1,0.0
2019-01-15 20:00:00,0,0,1,2019,1,15.220854715268317
2019-01-15 21:00:00,0,0,1,2019,1,11.030105496404602
2019-01-15 22:00:00,0,0,1,2019,1,0.4521216598712669
2019-01-15 23:00:00,0,0,1,2019,1,0.0
2019-01-16 00:00:00,0,0,1,2019,2,0.0
2019-01-16 01:00:00,0,0,1,2019,2,0.0
2019-01-16 02:00:00,0,0,1,2019,2,0.0
2019-01-16 03:00:00,0,0,1,2019,2,0.0
2019-01-16 04:00:00,0,0,1,2019,2,0.0
2019-01-16 05:00:00,0,0,1,2019,2,0.3690187100075093
2019-01-16 06:00:00,0,0,1,2019,2,0.0
2019-01-16 07:00:00,0,0,1,2019,2,15.628552043568291
2019-01-16 08:00:00,0,0,1,2019,2,17.182902128114975
2019-01-16 09:00:00,0,0,1,2019,2,0.0
2019-01-16 10:00:00,0,0,1,2019,2,10.849977624406876
2019-01-16 11:00:00,0,0,1,2019,2,0.0
2019-01-16 12:00:00,0,0,1,2019,2,20.44357854668816
2019-01-16 13:00:00,0,0,1,2019,2,0.0
2019-01-16 14:00:00,0,0,1,2019,2,6.921962714331372
2019-01-16 15:00:00,0,0,1,2019,2,0.0
2019-01-16 16:00:00,0,0,1,2019,2,0.0
2019-01-16 17:00:00,0,0,1,2019,2,36.21212437430803
2019-01-16 18:00:00,0,0,1,2019,2,0.0
2019-01-16 19:00:00,0,0,1,2019,2,4.832271572777458
2019-01-16 20:00:00,0,0,1,2019,2,0.0
2019-01-16 21:00:00,0,0,1,2019,2,2.858241561672856
2019-01-16 22:00:00,0,0,1,2019,2,0.0
2019-01-16 23:00:00,0,0,1,2019,2,1.6818560543938617
2019-01-17 00:00:00,0,0,1,2019,3,0.0
2019-01-17 01:00:00,0,0,1,2019,3,0.0
2019-01-17 02:00:00,0,0,1,2019,3,0.0
2019-01-17 03:00:00,0,0,1,2019,3,0.0
2019-01-17 04:00:00,0,0,1,2019,3,0.0
2019-01-17 05:00:00,0,0,1,2019,3,0.0
2019-01-17 06:00:00,0,0,1,2019,3,9.107759805508492
2019-01-17 07:00:00,0,0,1,2019,3,16.1516566542726
2019-01-17 08:00:00,0,0,1,2019,3,17.592895100472248
2019-01-17 09:00:00,0,0,1,2019,3,13.954128715466323
2019-01-17 10:00:00,0,0,1,2019,3,1.137313197828021
2019-01-17 11:00:00,0,0,1,2019,3,4.546275838776239
2019-01-17 12:00:00,0,0,1,2019,3,0.0
2019-01-17 13:00:00,0,0,1,2019,3,0.0
2019-01-17 14:00:00,0,0,1,2019,3,0.0
2019-01-17 15:00:00,0,0,1,2019,3,12.650695578282535
2019-01-17 16:00:00,0,0,1,2019,3,0.0
2019-01-17 17:00:00,0,0,1,2019,3,23.31361907092321
2019-01-17 18:00:00,0,0,1,2019,3,11.015264992956505
2019-01-17 19:00:00,0,0,1,2019,3,0.0
2019-01-17 20:00:00,0,0,1,2019,3,0.0
2019-01-17 21:00:00,0,0,1,2019,3,6.043960157708398
2019-01-17 22:00:00,0,0,1,2019,3,0.0
2019-01-17 23:00:00,0,0,1,2019,3,19.865518119424195
2019-01-18 00:00:00,0,0,1,2019,4,0.0
2019-01-18 01:00:00,0,0,1,2019,4,0.0
2019-01-18 02:00:00,0,0,1,2019,4,0.0
2019-01-18 03:00:00,0,0,1,2019,4,0.0
2019-01-18 04:00:00,0,0,1,2019,4,0.0
2019-01-18 05:00:00,0,0,1,2019,4,0.0
2019-01-18 06:00:00,0,0,1,2019,4,0.0
2019-01-18 07:00:00,0,0,1,2019,4,0.0
2019-01-18 08:00:00,0,0,1,2019,4,44.10536304988577
2019-01-18 09:00:00,0,0,1,2019,4,0.0
2019-01-18 10:00:00,0,0,1,2019,4,0.0
2019-01-18 11:00:00,0,0,1,2019,4,0.0
2019-01-18 12:00:00,0,0,1,2019,4,0.2526444433621719
2019-01-18 13:00:00,0,0,1,2019,4,0.0
2019-01-18 14:00:00,0,0,1,2019,4,0.0
2019-01-18 15:00:00,0,0,1,2019,4,0.0124827509907987
2019-01-18 16:00:00,0,0,1,2019,4,22.072172809531423
2019-01-18 17:00:00,0,0,1,2019,4,15.907196034010354
2019-01-18 18:00:00,0,0,1,2019,4,0.0
2019-01-18 19:00:00,0,0,1,2019,4,56.076388785566266
2019-01-18 20:00:00,0,0,1,2019,4,6.200238931511194
2019-01-18 21:00:00,0,0,1,2019,4,0.0
2019-01-18 22:00:00,0,0,1,2019,4,11.192314354914188
2019-01-18 23:00:00,0,0,1,2019,4,0.0
2019-01-19 00:00:00,0,0,1,2019,5,0.0
2019-01-19 01:00:00,0,0,1,2019,5,0.0
2019-01-19 02:00:00,0,0,1,2019,5,0.0
2019-01-19 03:00:00,0,0,1,2019,5,0.0
2019-01-19 04:00:00,0,0,1,2019,5,0.0
2019-01-19 05:00:00,0,0,1,2019,5,0.0
2019-01-19 06:00:00,0,0,1,2019,5,9.656510380307624
2019-01-19 07:00:00,0,0,1,2019,5,0.0
2019-01-19 08:00:00,0,0,1,2019,5,0.0
2019-01-19 09:00:00,0,0,1,2019,5,0.0
2019-01-19 10:00:00,0,0,1,2019,5,0.0
2019-01-19 11:00:00,0,0,1,2019,5,4.9203693158018496
2019-01-19 12:00:00,0,0,1,2019,5,0.0
2019-01-19 13:00:00,0,0,1,2019,5,0.0
2019-01-19 14:00:00,0,0,1,2019,5,0.0
2019-01-19 15:00:00,0,0,1,2019,5,0.0
2019-01-19 16:00:00,0,0,1,2019,5,0.0
2019-01-19 17:00:00,0,0,1,2019,5,10.963620475804332
2019-01-19 18:00:00,0,0,1,2019,5,35.63700674630523
2019-01-19 19:00:00,0,0,1,2019,5,67.03238324400755
2019-01-19 20:00:00,0,0,1,2019,5,0.0
2019-01-19 21:00:00,0,0,1,2019,5,0.0
2019-01-19 22:00:00,0,0,1,2019,5,15.37853836506531
2019-01-19 23:00:00,0,0,1,2019,5,10.834763324990732
2019-01-20 00:00:00,0,0,1,2019,6,5.849970920184404
2019-01-20 01:00:00,0,0,1,2019,6,6.705344761709938
2019-01-20 02:00:00,0,0,1,2019,6,7.685804150566582
2019-01-20 03:00:00,0,0,1,2019,6,9.124979354432654
2019-01-20 04:00:00,0,0,1,2019,6,11.82716620433581
2019-01-20 05:00:00,0,0,1,2019,6,18.89817444035603
2019-01-20 06:00:00,0,0,1,2019,6,0.0
2019-01-20 07:00:00,0,0,1,2019,6,0.0
